Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
N64,Antigo,Fighting,THQ,Medio,Baixissimo,Baixissimo,Baixissimo,Medio
NES,Muito antigo,Platform,Nintendo,Baixissimo,Baixissimo,Baixo,Baixissimo,Medio
SCD,Muito antigo,Platform,Sega,Baixo,Baixissimo,Baixissimo,Baixissimo,Medio
NES,Muito antigo,Platform,Hudson Soft,Baixissimo,Baixissimo,Medio,Baixissimo,Medio
X360,Medio,Action,Capcom,Baixo,Baixo,Baixissimo,Baixissimo,Medio
PS3,Medio,Misc,MTV Games,Medio,Baixissimo,Baixissimo,Baixissimo,Medio
PS,Muito antigo,Action,Namco Bandai Games,Medio,Baixissimo,Baixissimo,Baixissimo,Medio
Wii,Medio,Misc,Disney Interactive Studios,Medio,Baixissimo,Baixissimo,Baixissimo,Medio
GC,Antigo,Role-Playing,Nintendo,Baixo,Baixissimo,Baixissimo,Baixissimo,Medio
XB,Antigo,Shooter,Electronic Arts,Baixo,Baixissimo,Baixissimo,Baixissimo,Medio
PS2,Medio,Sports,Electronic Arts,Medio,Baixissimo,Baixissimo,Baixissimo,Medio
DS,Medio,Adventure,THQ,Baixo,Baixissimo,Baixissimo,Baixissimo,Medio
N64,Antigo,Platform,Nintendo,Baixo,Baixissimo,Baixissimo,Baixissimo,Medio
PS2,Medio,Misc,Sony Computer Entertainment,Baixissimo,Medio,Baixissimo,Baixissimo,Medio
X360,Medio,Action,Activision,Baixo,Baixo,Baixissimo,Baixissimo,Medio
Wii,Medio,Simulation,Electronic Arts,Baixo,Baixo,Baixissimo,Baixissimo,Medio
Wii,Medio,Sports,Nintendo,Baixissimo,Baixo,Baixissimo,Baixissimo,Medio
DS,Medio,Adventure,THQ,Baixissimo,Baixo,Baixissimo,Baixissimo,Medio
PS2,Medio,Shooter,Square Enix,Baixissimo,Baixissimo,Baixo,Baixissimo,Medio
NES,Muito antigo,Sports,Nintendo,Baixissimo,Baixissimo,Baixo,Baixissimo,Medio
N64,Muito antigo,Fighting,THQ,Medio,Baixissimo,Baixissimo,Baixissimo,Medio
GB,Muito antigo,Platform,Nintendo,Baixo,Baixissimo,Baixissimo,Baixissimo,Medio
PS3,Medio,Role-Playing,Electronic Arts,Baixo,Baixissimo,Baixissimo,Baixissimo,Medio
PS2,Antigo,Sports,Take-Two Interactive,Baixo,Baixo,Baixissimo,Baixissimo,Medio
PS2,Antigo,Fighting,Electronic Arts,Medio,Baixissimo,Baixissimo,Baixissimo,Medio
XB,Antigo,Action,Ubisoft,Baixo,Baixo,Baixissimo,Baixissimo,Medio
DS,Medio,Simulation,Ubisoft,Baixissimo,Baixo,Baixissimo,Baixissimo,Medio
PSV,Medio,Action,Ubisoft,Baixo,Baixo,Baixissimo,Baixissimo,Medio
PS3,Medio,Fighting,Ubisoft,Baixo,Baixissimo,Baixissimo,Baixissimo,Medio
N64,Muito antigo,Action,Nintendo,Baixo,Baixissimo,Baixo,Baixissimo,Medio
GBA,Antigo,Platform,THQ,Medio,Baixissimo,Baixissimo,Baixissimo,Medio
X360,Medio,Fighting,Electronic Arts,Medio,Baixissimo,Baixissimo,Baixissimo,Medio
PS3,Novo,Action,Konami Digital Entertainment,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Medio
DS,Medio,Role-Playing,Square Enix,Baixo,Baixissimo,Baixissimo,Baixissimo,Medio
X360,Medio,Action,LucasArts,Baixo,Baixissimo,Baixissimo,Baixissimo,Medio
Wii,Medio,Shooter,Sega,Baixo,Baixissimo,Baixissimo,Baixissimo,Medio
DS,Medio,Adventure,Disney Interactive Studios,Medio,Baixissimo,Baixissimo,Baixissimo,Medio
PSV,Medio,Platform,Sony Computer Entertainment,Baixissimo,Baixo,Baixissimo,Baixissimo,Medio
PS,Muito antigo,Role-Playing,SquareSoft,Baixissimo,Baixissimo,Baixo,Baixissimo,Medio
GBA,Antigo,Platform,THQ,Medio,Baixissimo,Baixissimo,Baixissimo,Medio
X360,Medio,Shooter,Ubisoft,Baixo,Baixissimo,Baixissimo,Baixissimo,Medio
X360,Medio,Shooter,Electronic Arts,Baixo,Baixissimo,Baixissimo,Baixissimo,Medio
PS2,Antigo,Misc,Midway Games,Baixo,Baixo,Baixissimo,Baixissimo,Medio
DS,Medio,Platform,THQ,Baixissimo,Baixo,Baixissimo,Baixissimo,Medio
PS,Novo,Sports,?,Baixo,Baixo,Baixissimo,Baixissimo,Medio
X360,Medio,Shooter,THQ,Baixo,Baixissimo,Baixissimo,Baixissimo,Medio
GC,Antigo,Puzzle,Atari,Baixo,Baixissimo,Baixissimo,Baixissimo,Medio
?,Muito antigo,Platform,Coleco,Medio,Baixissimo,Baixissimo,Baixissimo,Medio
PS,Muito antigo,Fighting,GT Interactive,Baixo,Baixo,Baixissimo,Baixissimo,Medio
GC,Antigo,Sports,Nintendo,Baixo,Baixissimo,Baixissimo,Baixissimo,Medio
PS3,Medio,Role-Playing,Electronic Arts,Baixo,Baixo,Baixissimo,Baixissimo,Medio
Wii,Medio,Action,Warner Bros Interactive Entertainment,Baixo,Baixissimo,Baixissimo,Baixissimo,Medio
PS3,Medio,Action,Electronic Arts,Baixissimo,Baixo,Baixissimo,Baixissimo,Medio
PS,Muito antigo,Fighting,THQ,Medio,Baixissimo,Baixissimo,Baixissimo,Medio
PSP,Medio,Fighting,Sega,Baixo,Baixo,Baixissimo,Baixissimo,Medio
3DS,Novo,Platform,Nintendo,Baixo,Baixo,Baixissimo,Baixissimo,Medio
PS2,Antigo,Action,Capcom,Baixissimo,Baixissimo,Baixo,Baixissimo,Medio
X360,Novo,Role-Playing,Activision,Baixo,Baixissimo,Baixissimo,Baixissimo,Medio
XOne,Novo,Action,Warner Bros Interactive Entertainment,Baixo,Baixissimo,Baixissimo,Baixissimo,Medio
PS3,Medio,Shooter,Take-Two Interactive,Baixo,Baixissimo,Baixissimo,Baixissimo,Medio
PS2,Antigo,Shooter,Take-Two Interactive,Baixo,Baixo,Baixissimo,Baixissimo,Medio
PC,Medio,Strategy,Ubisoft,Baixissimo,Medio,Baixissimo,Baixissimo,Medio
PS2,Antigo,Action,Capcom,Baixo,Baixissimo,Baixissimo,Baixissimo,Medio
Wii,Medio,Misc,Electronic Arts,Baixo,Baixo,Baixissimo,Baixissimo,Medio
GB,Muito antigo,Simulation,Namco Bandai Games,Baixissimo,Baixissimo,Medio,Baixissimo,Medio
NES,Muito antigo,Misc,Nintendo,Baixissimo,Baixissimo,Medio,Baixissimo,Medio
SNES,Muito antigo,Fighting,Namco Bandai Games,Baixissimo,Baixissimo,Medio,Baixissimo,Medio
GB,Muito antigo,Simulation,Namco Bandai Games,Baixissimo,Baixissimo,Medio,Baixissimo,Medio
N64,Muito antigo,Misc,Namco Bandai Games,Medio,Baixissimo,Baixissimo,Baixissimo,Medio
Wii,Medio,Puzzle,Electronic Arts,Baixo,Baixissimo,Baixissimo,Baixissimo,Medio
DS,Medio,Role-Playing,Square Enix,Baixissimo,Baixissimo,Medio,Baixissimo,Medio
PS2,Antigo,Sports,Activision,Medio,Baixissimo,Baixissimo,Baixissimo,Medio
DS,Medio,Misc,Ubisoft,Baixissimo,Baixo,Baixissimo,Baixissimo,Medio
DS,Medio,Misc,Rising Star Games,Baixo,Baixo,Baixissimo,Baixissimo,Medio
PS2,Medio,Misc,Sony Computer Entertainment,Baixissimo,Medio,Baixissimo,Baixissimo,Medio
PSP,Medio,Racing,Sega,Baixo,Baixissimo,Baixissimo,Baixissimo,Medio
PC,Novo,Simulation,Electronic Arts,Baixissimo,Baixo,Baixissimo,Baixissimo,Medio
SNES,Muito antigo,Platform,Nintendo,Baixissimo,Baixissimo,Medio,Baixissimo,Medio
PS3,Novo,Shooter,Ubisoft,Baixissimo,Baixo,Baixissimo,Baixissimo,Medio
X360,Medio,Fighting,THQ,Baixo,Baixissimo,Baixissimo,Baixissimo,Medio
X360,Medio,Racing,Microsoft Game Studios,Baixo,Baixissimo,Baixissimo,Baixissimo,Medio
Wii,Medio,Misc,Ubisoft,Medio,Baixissimo,Baixissimo,Baixissimo,Medio
PS3,Novo,Racing,Electronic Arts,Baixissimo,Baixo,Baixissimo,Baixissimo,Medio
PS2,Antigo,Sports,Electronic Arts,Medio,Baixissimo,Baixissimo,Baixissimo,Medio
PS3,Medio,Shooter,Electronic Arts,Baixo,Baixissimo,Baixissimo,Baixissimo,Medio
PS2,Antigo,Sports,Electronic Arts,Medio,Baixissimo,Baixissimo,Baixissimo,Medio
PS,Muito antigo,Action,Hasbro Interactive,Baixo,Baixo,Baixissimo,Baixissimo,Medio
X360,Novo,Action,Disney Interactive Studios,Baixo,Baixissimo,Baixissimo,Baixissimo,Medio
Wii,Medio,Action,Activision,Baixo,Baixissimo,Baixissimo,Baixissimo,Medio
X360,Medio,Misc,Sega,Baixo,Baixissimo,Baixissimo,Baixissimo,Medio
Wii,Medio,Sports,Electronic Arts,Baixo,Baixissimo,Baixissimo,Baixissimo,Medio
GB,Muito antigo,Platform,Capcom,Baixo,Baixissimo,Baixissimo,Baixissimo,Medio
GBA,Antigo,Platform,Nintendo,Baixissimo,Baixissimo,Medio,Baixissimo,Medio
PS,Muito antigo,Sports,Electronic Arts,Baixo,Baixo,Baixissimo,Baixissimo,Medio
3DS,Novo,Role-Playing,Square Enix,Baixissimo,Baixissimo,Medio,Baixissimo,Medio
PS2,Antigo,Sports,Activision,Baixo,Baixo,Baixissimo,Baixissimo,Medio
PS3,Medio,Fighting,THQ,Baixo,Baixissimo,Baixissimo,Baixissimo,Medio
PS2,Antigo,Sports,Electronic Arts,Medio,Baixissimo,Baixissimo,Baixissimo,Medio
GBA,Antigo,Action,Nintendo,Baixo,Baixissimo,Baixissimo,Baixissimo,Medio
PS2,Antigo,Sports,Electronic Arts,Medio,Baixissimo,Baixissimo,Baixissimo,Medio
X360,Medio,Platform,Sega,Baixo,Baixo,Baixissimo,Baixissimo,Medio
SNES,Muito antigo,Action,Nintendo,Baixo,Baixissimo,Baixo,Baixissimo,Medio
NES,Muito antigo,Sports,Namco Bandai Games,Baixissimo,Baixissimo,Medio,Baixissimo,Medio
X360,Medio,Action,Electronic Arts,Baixo,Baixissimo,Baixissimo,Baixissimo,Medio
GC,Antigo,Action,Capcom,Baixo,Baixissimo,Baixissimo,Baixissimo,Medio
DS,Medio,Role-Playing,Nintendo,Baixissimo,Baixissimo,Medio,Baixissimo,Medio
PS4,Novo,Action,Square Enix,Baixissimo,Baixo,Baixissimo,Baixissimo,Medio
PSP,Medio,Action,LucasArts,Baixo,Baixo,Baixissimo,Baixissimo,Medio
Wii,Medio,Action,Disney Interactive Studios,Baixo,Baixo,Baixissimo,Baixissimo,Medio
X360,Medio,Fighting,Electronic Arts,Baixo,Baixissimo,Baixissimo,Baixissimo,Medio
GC,Antigo,Action,Eidos Interactive,Medio,Baixissimo,Baixissimo,Baixissimo,Medio
X360,Novo,Fighting,Warner Bros Interactive Entertainment,Baixo,Baixissimo,Baixissimo,Baixissimo,Medio
PS3,Novo,Sports,Electronic Arts,Medio,Baixissimo,Baixissimo,Baixissimo,Medio
GEN,Muito antigo,Platform,Virgin Interactive,Baixo,Baixissimo,Baixissimo,Baixissimo,Medio
PSP,Antigo,Racing,Sony Computer Entertainment,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Medio
Wii,Medio,Action,Nintendo,Baixo,Baixissimo,Baixissimo,Baixissimo,Medio
PS,Muito antigo,Fighting,Electronic Arts,Medio,Baixissimo,Baixissimo,Baixissimo,Medio
PS2,Antigo,Racing,Sony Computer Entertainment,Baixissimo,Baixissimo,Baixo,Baixissimo,Medio
PS2,Antigo,Racing,Sony Computer Entertainment,Medio,Baixissimo,Baixissimo,Baixissimo,Medio
PS2,Antigo,Racing,Electronic Arts,Baixo,Baixo,Baixissimo,Baixissimo,Medio
Wii,Medio,Shooter,Activision,Baixo,Baixissimo,Baixissimo,Baixissimo,Medio
XB,Antigo,Action,Activision,Medio,Baixissimo,Baixissimo,Baixissimo,Medio
PS2,Medio,Racing,Electronic Arts,Baixissimo,Baixissimo,Baixissimo,Baixo,Medio
PS,Muito antigo,Sports,Sony Computer Entertainment,Medio,Baixissimo,Baixissimo,Baixissimo,Medio
PS3,Medio,Action,Ubisoft,Baixissimo,Baixo,Baixissimo,Baixissimo,Medio
GBA,Antigo,Platform,THQ,Baixo,Baixo,Baixissimo,Baixissimo,Medio
NES,Muito antigo,Role-Playing,SquareSoft,Baixissimo,Baixissimo,Medio,Baixissimo,Medio
PC,Novo,Shooter,Electronic Arts,Baixissimo,Baixo,Baixissimo,Baixissimo,Medio
PS2,Antigo,Racing,Codemasters,Baixissimo,Medio,Baixissimo,Baixissimo,Medio
PS,Antigo,Sports,Electronic Arts,Baixo,Baixo,Baixissimo,Baixissimo,Medio
PS4,Novo,Shooter,Bethesda Softworks,Baixissimo,Baixo,Baixissimo,Baixissimo,Medio
DS,Medio,Role-Playing,Square Enix,Baixissimo,Baixissimo,Baixo,Baixissimo,Medio
DS,Medio,Action,Activision,Medio,Baixissimo,Baixissimo,Baixissimo,Medio
PS3,Medio,Shooter,Square Enix,Baixissimo,Baixo,Baixissimo,Baixissimo,Medio
SNES,Muito antigo,Sports,Acclaim Entertainment,Medio,Baixissimo,Baixissimo,Baixissimo,Medio
NES,Muito antigo,Action,Konami Digital Entertainment,Medio,Baixissimo,Baixissimo,Baixissimo,Medio
PS2,Antigo,Action,Tecmo Koei,Baixissimo,Baixissimo,Baixo,Baixissimo,Medio
Wii,Medio,Action,Disney Interactive Studios,Baixo,Baixissimo,Baixissimo,Baixissimo,Medio
PS3,Medio,Action,THQ,Baixo,Baixo,Baixissimo,Baixissimo,Medio
X360,Medio,Shooter,Square Enix,Baixo,Baixissimo,Baixissimo,Baixissimo,Medio
XB,Antigo,Action,Activision,Baixo,Baixissimo,Baixissimo,Baixissimo,Medio
PSP,Antigo,Simulation,Electronic Arts,Baixissimo,Baixo,Baixissimo,Baixissimo,Medio
N64,Antigo,Role-Playing,Nintendo,Baixo,Baixissimo,Baixo,Baixissimo,Medio
3DS,Medio,Role-Playing,Nintendo,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Medio
X360,Novo,Shooter,Electronic Arts,Baixo,Baixissimo,Baixissimo,Baixissimo,Medio
PS,Muito antigo,Shooter,Take-Two Interactive,Baixo,Baixo,Baixissimo,Baixissimo,Medio
PSV,Medio,Role-Playing,Atlus,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Medio
PS3,Medio,Action,Capcom,Baixissimo,Baixo,Baixissimo,Baixissimo,Medio
Wii,Medio,Misc,Electronic Arts,Baixo,Baixo,Baixissimo,Baixissimo,Medio
Wii,Medio,Adventure,Disney Interactive Studios,Medio,Baixissimo,Baixissimo,Baixissimo,Medio
DS,Medio,Puzzle,505 Games,Baixo,Baixissimo,Baixissimo,Baixissimo,Medio
PS2,Antigo,Sports,Acclaim Entertainment,Baixo,Baixo,Baixissimo,Baixissimo,Medio
X360,Medio,Action,Electronic Arts,Baixo,Baixo,Baixissimo,Baixissimo,Medio
PS2,Medio,Action,LucasArts,Baixo,Baixissimo,Baixissimo,Baixo,Medio
PS3,Novo,Action,Ubisoft,Baixissimo,Baixo,Baixissimo,Baixissimo,Medio
PS3,Medio,Racing,Namco Bandai Games,Baixissimo,Baixo,Baixissimo,Baixissimo,Medio
PS,Muito antigo,Misc,Activision,Baixo,Baixo,Baixissimo,Baixissimo,Medio
XOne,Novo,Racing,Microsoft Game Studios,Baixissimo,Baixo,Baixissimo,Baixissimo,Medio
PS3,Medio,Racing,Sony Computer Entertainment,Baixissimo,Baixo,Baixissimo,Baixissimo,Medio
DS,Medio,Platform,Sega,Baixo,Baixissimo,Baixissimo,Baixissimo,Medio
XB,Antigo,Role-Playing,Activision,Baixo,Baixissimo,Baixissimo,Baixissimo,Medio
PS3,Medio,Action,Warner Bros Interactive Entertainment,Baixo,Baixo,Baixissimo,Baixissimo,Medio
N64,Muito antigo,Strategy,Nintendo,Baixissimo,Baixissimo,Medio,Baixissimo,Medio
PS3,Novo,Sports,Take-Two Interactive,Baixo,Baixissimo,Baixissimo,Baixissimo,Medio
XB,Antigo,Shooter,Ubisoft,Baixo,Baixissimo,Baixissimo,Baixissimo,Medio
GBA,Antigo,Platform,Vivendi Games,Baixo,Baixo,Baixissimo,Baixissimo,Medio
X360,Medio,Racing,Electronic Arts,Baixo,Baixo,Baixissimo,Baixissimo,Medio
PS2,Medio,Misc,Sony Computer Entertainment,Baixissimo,Baixissimo,Baixissimo,Medio,Medio
NES,Muito antigo,Shooter,Konami Digital Entertainment,Baixissimo,Baixissimo,Baixo,Baixissimo,Medio
Muito antigo,Muito antigo,Role-Playing,Enix Corporation,Baixissimo,Baixissimo,Medio,Baixissimo,Medio
SNES,Muito antigo,Shooter,Atari,Medio,Baixissimo,Baixissimo,Baixissimo,Medio
3DS,Novo,Platform,Nintendo,Baixissimo,Baixo,Baixissimo,Baixissimo,Medio
XOne,Novo,Action,Microsoft Game Studios,Baixo,Baixissimo,Baixissimo,Baixissimo,Medio
PS2,Antigo,Shooter,Electronic Arts,Baixo,Baixo,Baixissimo,Baixissimo,Medio
Wii,Novo,Action,Warner Bros Interactive Entertainment,Baixo,Baixissimo,Baixissimo,Baixissimo,Medio
PS3,Medio,Fighting,Capcom,Baixo,Baixissimo,Baixissimo,Baixissimo,Medio
PS,Muito antigo,Simulation,Konami Digital Entertainment,Baixissimo,Baixissimo,Medio,Baixissimo,Medio
PS3,Medio,Racing,Codemasters,Baixissimo,Baixo,Baixissimo,Baixissimo,Medio
PS,Muito antigo,Sports,Electronic Arts,Medio,Baixissimo,Baixissimo,Baixissimo,Medio
PSP,Medio,Sports,Electronic Arts,Baixissimo,Baixo,Baixissimo,Baixissimo,Medio
DS,Medio,Misc,Atari,Medio,Baixissimo,Baixissimo,Baixissimo,Medio
PSP,Medio,Sports,Electronic Arts,Baixissimo,Baixo,Baixissimo,Baixissimo,Medio
DS,Medio,Action,Take-Two Interactive,Baixo,Baixo,Baixissimo,Baixissimo,Medio
X360,Medio,Action,Microsoft Game Studios,Baixo,Baixo,Baixissimo,Baixissimo,Medio
PS3,Medio,Shooter,Electronic Arts,Baixo,Baixissimo,Baixissimo,Baixissimo,Medio
XOne,Novo,Fighting,Warner Bros Interactive Entertainment,Baixo,Baixissimo,Baixissimo,Baixissimo,Medio
PS2,Antigo,Action,Electronic Arts,Baixissimo,Baixissimo,Medio,Baixissimo,Medio
XB,Antigo,Racing,Vivendi Games,Baixo,Baixo,Baixissimo,Baixissimo,Medio
X360,Medio,Action,Capcom,Baixo,Baixissimo,Baixissimo,Baixissimo,Medio
PS3,Medio,Shooter,Ubisoft,Baixo,Baixissimo,Baixissimo,Baixissimo,Medio
PSP,Antigo,Role-Playing,Capcom,Baixissimo,Baixissimo,Medio,Baixissimo,Medio
X360,Medio,Action,Electronic Arts,Baixo,Baixissimo,Baixissimo,Baixissimo,Medio
PS,Muito antigo,Role-Playing,SquareSoft,Baixissimo,Baixissimo,Medio,Baixissimo,Medio
PS2,Antigo,Misc,Sony Computer Entertainment,Baixissimo,Medio,Baixissimo,Baixissimo,Medio
X360,Medio,Sports,Electronic Arts,Baixissimo,Baixo,Baixissimo,Baixissimo,Medio
PS3,Medio,Adventure,Sony Computer Entertainment,Baixo,Baixissimo,Baixissimo,Baixissimo,Medio
PS2,Antigo,Racing,Atari,Baixo,Baixissimo,Baixissimo,Baixissimo,Medio
DS,Antigo,Role-Playing,Nintendo,Baixo,Baixissimo,Baixissimo,Baixissimo,Medio
X360,Medio,Shooter,Capcom,Medio,Baixissimo,Baixissimo,Baixissimo,Medio
GEN,Muito antigo,Fighting,Acclaim Entertainment,Medio,Baixissimo,Baixissimo,Baixissimo,Medio
XB,Antigo,Shooter,Activision,Baixo,Baixissimo,Baixissimo,Baixissimo,Medio
GC,Antigo,Platform,Nintendo,Baixo,Baixissimo,Baixissimo,Baixissimo,Medio
PS2,Medio,Racing,Electronic Arts,Medio,Baixissimo,Baixissimo,Baixissimo,Medio
PS2,Antigo,Shooter,Take-Two Interactive,Baixo,Baixo,Baixissimo,Baixissimo,Medio
PC,Antigo,Strategy,Electronic Arts,Medio,Baixissimo,Baixissimo,Baixissimo,Medio
PS2,Antigo,Sports,Electronic Arts,Medio,Baixissimo,Baixissimo,Baixissimo,Medio
PS3,Medio,Fighting,THQ,Baixo,Baixissimo,Baixissimo,Baixissimo,Medio
PS2,Antigo,Platform,Sony Computer Entertainment,Medio,Baixissimo,Baixissimo,Baixissimo,Medio
X360,Medio,Sports,Ubisoft,Baixo,Baixissimo,Baixissimo,Baixissimo,Medio
PS3,Medio,Shooter,Bethesda Softworks,Baixissimo,Baixo,Baixissimo,Baixissimo,Medio
X360,Novo,Platform,Activision,Baixo,Baixissimo,Baixissimo,Baixissimo,Medio
PS4,Novo,Sports,Take-Two Interactive,Baixo,Baixissimo,Baixissimo,Baixissimo,Medio
GBA,Antigo,Action,Activision,Baixo,Baixissimo,Baixissimo,Baixissimo,Medio
N64,Muito antigo,Fighting,Acclaim Entertainment,Medio,Baixissimo,Baixissimo,Baixissimo,Medio
GB,Antigo,Sports,Activision,Baixo,Baixissimo,Baixissimo,Baixissimo,Medio
GBA,Antigo,Simulation,Electronic Arts,Baixo,Baixissimo,Baixissimo,Baixissimo,Medio
PS,Antigo,Sports,Electronic Arts,Baixo,Baixissimo,Baixissimo,Baixissimo,Medio
GC,Antigo,Shooter,Nintendo,Baixo,Baixissimo,Baixissimo,Baixissimo,Medio
X360,Medio,Fighting,THQ,Baixo,Baixissimo,Baixissimo,Baixissimo,Medio
PS3,Novo,Role-Playing,Square Enix,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Medio
PS2,Antigo,Racing,TDK Mediactive,Baixo,Baixo,Baixissimo,Baixissimo,Medio
DS,Medio,Simulation,Ubisoft,Baixo,Baixissimo,Baixissimo,Baixissimo,Medio
DS,Medio,Role-Playing,Nintendo,Baixo,Baixissimo,Baixo,Baixissimo,Medio
XOne,Novo,Action,Warner Bros Interactive Entertainment,Baixo,Baixissimo,Baixissimo,Baixissimo,Medio
PSP,Antigo,Racing,Electronic Arts,Baixo,Baixissimo,Baixissimo,Baixissimo,Medio
PS3,Medio,Action,Warner Bros Interactive Entertainment,Baixo,Baixissimo,Baixissimo,Baixissimo,Medio
PS3,Novo,Role-Playing,Namco Bandai Games,Baixissimo,Baixissimo,Baixissimo,Baixissimo,Medio
PC,Medio,Role-Playing,Activision,Baixissimo,Baixissimo,Baixissimo,Medio,Medio
PS3,Novo,Role-Playing,Square Enix,Baixo,Baixissimo,Baixissimo,Baixissimo,Medio
X360,Novo,Action,Warner Bros Interactive Entertainment,Baixo,Baixo,Baixissimo,Baixissimo,Medio
PS,Muito antigo,Racing,Codemasters,Baixissimo,Medio,Baixissimo,Baixissimo,Medio
NES,Muito antigo,Puzzle,Nintendo,Baixo,Baixissimo,Baixissimo,Baixissimo,Medio
PS2,Antigo,Sports,Atari,Medio,Baixissimo,Baixissimo,Baixissimo,Medio
PS,Muito antigo,Fighting,Eidos Interactive,Baixo,Baixissimo,Baixissimo,Baixissimo,Medio
GBA,Antigo,Role-Playing,Capcom,Baixissimo,Baixissimo,Baixo,Baixissimo,Medio
PS3,Medio,Shooter,Sony Computer Entertainment,Baixo,Baixissimo,Baixissimo,Baixissimo,Medio
PS,Muito antigo,Sports,Electronic Arts,Baixo,Baixissimo,Baixissimo,Baixissimo,Medio
DS,Medio,Racing,Disney Interactive Studios,Baixo,Baixissimo,Baixissimo,Baixissimo,Medio
X360,Medio,Action,Activision,Baixo,Baixissimo,Baixissimo,Baixissimo,Medio
PSP,Novo,Action,Warner Bros Interactive Entertainment,Baixo,Baixissimo,Baixissimo,Baixissimo,Medio
PS,Muito antigo,Racing,ASC Games,Baixo,Baixissimo,Baixissimo,Baixissimo,Medio
PS2,Antigo,Racing,Bethesda Softworks,Baixo,Baixissimo,Baixissimo,Baixissimo,Medio
X360,Medio,Misc,MTV Games,Baixo,Baixissimo,Baixissimo,Baixissimo,Medio
X360,Medio,Fighting,Namco Bandai Games,Baixo,Baixissimo,Baixissimo,Baixissimo,Medio
X360,Medio,Action,Activision,Baixo,Baixissimo,Baixissimo,Baixissimo,Medio
Wii,Medio,Misc,Zoo Games,Medio,Baixissimo,Baixissimo,Baixissimo,Medio
PS2,Antigo,Platform,Activision,Baixo,Baixissimo,Baixissimo,Baixissimo,Medio
PS,Muito antigo,Adventure,THQ,Baixo,Baixo,Baixissimo,Baixissimo,Medio
DS,Medio,Strategy,Warner Bros Interactive Entertainment,Baixo,Baixissimo,Baixissimo,Baixissimo,Medio
?,Muito antigo,Platform,Activision,Medio,Baixissimo,Baixissimo,Baixissimo,Medio
PS2,Antigo,Shooter,Acclaim Entertainment,Baixo,Baixissimo,Baixissimo,Baixissimo,Medio
Wii,Medio,Misc,Disney Interactive Studios,Baixo,Baixissimo,Baixissimo,Baixissimo,Medio
Wii,Medio,Sports,Ubisoft,Medio,Baixissimo,Baixissimo,Baixissimo,Medio
XB,Antigo,Racing,Electronic Arts,Baixo,Baixissimo,Baixissimo,Baixissimo,Medio
?,Novo,Adventure,Atari,Medio,Baixissimo,Baixissimo,Baixissimo,Medio
GBA,Antigo,Role-Playing,Konami Digital Entertainment,Baixo,Baixissimo,Baixissimo,Baixissimo,Medio
PS3,Medio,Action,Electronic Arts,Baixissimo,Baixo,Baixissimo,Baixissimo,Medio
PS2,Medio,Sports,Electronic Arts,Medio,Baixissimo,Baixissimo,Baixissimo,Medio
PS3,Novo,Action,Deep Silver,Baixo,Baixissimo,Baixissimo,Baixissimo,Medio
PS2,Antigo,Misc,Sony Computer Entertainment,Baixissimo,Baixissimo,Baixissimo,Medio,Medio
Wii,Medio,Sports,Electronic Arts,Baixo,Baixissimo,Baixissimo,Baixissimo,Medio
PS,Muito antigo,Racing,Accolade,Medio,Baixissimo,Baixissimo,Baixissimo,Medio
SNES,Muito antigo,Role-Playing,SquareSoft,Baixissimo,Baixissimo,Medio,Baixissimo,Medio
Wii,Medio,Sports,Electronic Arts,Baixo,Baixissimo,Baixissimo,Baixissimo,Medio
PS,Muito antigo,Role-Playing,Namco Bandai Games,Baixo,Baixissimo,Baixissimo,Baixissimo,Medio
XOne,Novo,Adventure,Square Enix,Baixo,Baixo,Baixissimo,Baixissimo,Medio
Wii,Medio,Racing,Electronic Arts,Baixissimo,Baixo,Baixissimo,Baixissimo,Medio
WiiU,Novo,Platform,Nintendo,Baixo,Baixissimo,Baixissimo,Baixissimo,Medio
GBA,Antigo,Role-Playing,Capcom,Baixissimo,Baixissimo,Baixo,Baixissimo,Medio
PS3,Medio,Sports,Electronic Arts,Baixissimo,Baixo,Baixissimo,Baixissimo,Medio
GC,Antigo,Action,Capcom,Baixo,Baixissimo,Baixissimo,Baixissimo,Medio
X360,Antigo,Racing,Electronic Arts,Baixo,Baixissimo,Baixissimo,Baixissimo,Medio
XOne,Novo,Shooter,Ubisoft,Baixo,Baixissimo,Baixissimo,Baixissimo,Medio
GBA,Antigo,Platform,TDK Mediactive,Baixo,Baixissimo,Baixissimo,Baixissimo,Medio
PS2,Antigo,Shooter,Atari,Baixo,Baixissimo,Baixissimo,Baixissimo,Medio
Wii,Medio,Misc,Activision,Medio,Baixissimo,Baixissimo,Baixissimo,Medio
DS,Medio,Adventure,Nintendo,Baixo,Baixissimo,Baixissimo,Baixissimo,Medio
PS3,Medio,Role-Playing,Sega,Baixo,Baixissimo,Baixissimo,Baixissimo,Medio
PS2,Antigo,Racing,Take-Two Interactive,Medio,Baixissimo,Baixissimo,Baixissimo,Medio
PS2,Antigo,Role-Playing,Sony Online Entertainment,Baixo,Baixissimo,Baixissimo,Baixissimo,Medio
